url,locs
"https://github.com/ice-lab/iceworks-backup.git",21227
"https://github.com/idlelands/idlelands3.git",31472
"https://github.com/igridproject/bigstream-edge.git",12585
"https://github.com/ikeshegs/way-farer-app.git",13437
"https://github.com/imbudhiraja/express-boilerplate.git",13842
"https://github.com/imjoy-team/elfinder.git",126274
"https://github.com/imrfeng/yellowcake.git",3516
"https://github.com/innollex-solutions/viewers.git",56835
"https://github.com/insanedeus/homeworks.git",8486
"https://github.com/interiar/master.git",16667
"https://github.com/intex2/front-end.git",18972
"https://github.com/irinaovdii/wesbosnode.git",23831
"https://github.com/iselareyesperdomo94/burguerqueenpandemonium.git",16545
"https://github.com/ishanajmeri/tic-tac-toe.git",14972
"https://github.com/ithoangtan/learn-reactjs.git",86336
"https://github.com/itsmekathi/aayud-hms.git",41521
"https://github.com/ix-co/pgatour-html5-skin.git",32487
"https://github.com/izuharaaa/gatsby-starter-blog.git",20821
"https://github.com/j-sea/bailfire.git",5242
"https://github.com/zhihao-lin/strangertalk.git",14917
"https://github.com/jaames/iro.js.git",8689
"https://github.com/jabberish/jabberish.github.io.git",13750
"https://github.com/jacwo/blog-react.git",30804
"https://github.com/jake-warburton/gatsby-starter-netlify-cms.git",21667
"https://github.com/jamesbmadden/pwmini2022_v10.git",14004
"https://github.com/jamesrexmiller4/refactortractor.git",102787
"https://github.com/jarnedeschacht/taijitan_dotnet.git",70909
"https://github.com/jarvischang722/chgh-pms.git",94108
"https://github.com/jasiimwe/saloon.git",564782
"https://github.com/jasminegmp/eudora.git",19811
"https://github.com/jayfiled/simple-blog.git",158
"https://github.com/jcoreio/tar-bundler.git",7275
"https://github.com/jdej/uop-backend.git",7274
"https://github.com/jeff1evesque/machine-learning.git",10673
"https://github.com/jeffmjwong/aws-node-react-todolist-app.git",10664
"https://github.com/jellysquider/english-with-sammy.git",9924
"https://github.com/jembi/openhim-core-js.git",52677
"https://github.com/jennifer-jz/portfolio.git",38016
"https://github.com/jens-maus/occu-test.git",12146
"https://github.com/jeremiahtenbrink/portfolio-jerga.git",13888
"https://github.com/jeremyfromearth/pixelspace.git",5827
"https://github.com/jezzamonn/bbounce.git",10087
"https://github.com/jezzamonn/physics.git",10299
"https://github.com/jfcon/food-pickup-app.git",16793
"https://github.com/jimmymac387/release-based-workflow.git",774
"https://github.com/jirwincline/pokedex.git",10177
"https://github.com/jisoo449/where_shall_we_meet.git",71334
"https://github.com/jkermode/sample-cloud-native-toolchain-tutorial-20200423234635405.git",13189
"https://github.com/jlwalkerlg/bookable.git",16606
"https://github.com/joaogonzaga-git/github-actions-continuous-delivery.git",9661
"https://github.com/joaokurtz/v1.0.git",29093
"https://github.com/joelcarlss/github-panel.git",23362
"https://github.com/johndinhdev/soul-sword.git",69171
"https://github.com/johnfyoung/mernstarter.git",27189
"https://github.com/jordantai/be-nc-news.git",13103
"https://github.com/jorgegallegosms/tenor-search.git",649
"https://github.com/jorgegwd/jorgegwd-web.git",13982
"https://github.com/josephhaefling/refactor-tractor.git",72136
"https://github.com/josh-cook/challenge-generator.git",14224
"https://github.com/josiahjswab/slack-bot.git",24387
"https://github.com/jpjpjp/webex-jira-notifier.git",10083
"https://github.com/jpshank2/buggee.git",16299
"https://github.com/jpweist/family-feud.git",9773
"https://github.com/jquery/jquery.git",52967
"https://github.com/jrowan19/nc-news.git",11406
"https://github.com/jscheinhorn/iotstackathon.git",14000
"https://github.com/jsilvas/wmr-melonberry.git",25088
"https://github.com/juanperezc/lab3-backend.git",6775
"https://github.com/judgeduck/judge-duck-service.git",19754
